X,GeneID,MajorityProteinIDs,pval_DVL3.CTRL,pval_PRICKLE1.CTRL,pval_ROR1.CTRL,pval_ROR2.CTRL,pval_VANGL2.CTRL,adjpval_DVL3.CTRL,adjpval_PRICKLE1.CTRL,adjpval_ROR1.CTRL,adjpval_ROR2.CTRL,adjpval_VANGL2.CTRL,logFC_DVL3.CTRL,logFC_PRICKLE1.CTRL,logFC_ROR1.CTRL,logFC_ROR2.CTRL,logFC_VANGL2.CTRL
942,UBE2L3,A0A1B0GUS4,0.039946327,0.000254263,0.014217958,0.137556493,0.013461319,0.841,0.809,0.809,0.842,0.677,-1.37,-2.62,-1.66,-0.979,-1.68
943,UBE2N,P61088,0.461913974,0.032830508,0.072198326,0.788132927,0.063224711,0.915,0.889,0.886,0.904,0.778,-0.861,-2.57,-2.15,-0.313,-2.22
944,UBR4,Q5T4S7,0.336531272,0.850693383,0.670736133,0.846368569,0.210966803,0.907,0.93,0.949,0.907,0.84,0.823,-0.16,0.362,0.165,1.08
945,UPF1,Q92900,8.06e-06,0.304301159,0.510197572,0.980678616,0.343340381,0.288,0.917,0.943,0.912,0.862,3.22,0.641,0.409,0.015,0.591
946,UQCR10,Q9UDW1,0.410031476,0.214953751,0.050878753,0.140514421,0.054313013,0.912,0.913,0.872,0.843,0.769,-0.616,-0.933,-1.49,-1.11,-1.47
947,UQCRC1,P31930,0.178689859,0.047397995,0.077555472,0.034231982,0.534865687,0.89,0.894,0.888,0.781,0.88,-1.16,-1.74,-1.54,-1.87,-0.531
948,UQCRQ,O14949,0.130963622,0.787913045,0.835144842,0.054344814,0.655249645,0.881,0.929,0.954,0.803,0.889,1.23,-0.216,0.167,1.59,-0.359
949,ATP5MK,Q96IX5,0.78596151,0.034591472,0.912615414,0.687376806,0.916177973,0.928,0.89,0.956,0.9,0.902,-0.247,-1.99,-0.0998,0.367,0.0958
950,USP15,Q9Y4E8,0.000340303,1.71e-05,0.357227384,0.117228344,0.583034363,0.578,0.745,0.935,0.836,0.884,3.01,3.77,-0.706,1.22,-0.419
951,USP54,Q70EL1,0.35481807,9.62e-05,0.000720047,0.027892699,0.821827645,0.908,0.788,0.567,0.771,0.898,0.734,3.45,2.91,1.8,0.178
952,VAMP3,Q15836,0.178902896,0.593656203,0.385330035,0.022259737,0.135645721,0.89,0.925,0.937,0.759,0.819,-0.866,0.34,0.555,1.51,0.964
953,VBP1,P61758,0.586337177,0.411307272,0.196119611,0.436429957,0.506631806,0.921,0.921,0.919,0.884,0.878,-0.288,0.435,-0.69,0.412,0.351
954,VCL,P18206,0.416683914,0.767649057,0.200987378,0.403132552,0.350687309,0.913,0.929,0.919,0.882,0.863,-0.666,0.241,1.06,0.685,0.766
955,VCP,P55072,0.179759973,0.580498629,0.267600734,0.81278507,0.732305264,0.89,0.925,0.927,0.905,0.893,-1.7,0.692,-1.4,0.296,-0.428
956,VDAC1,P21796,0.340016003,0.027142338,0.012584034,0.831768158,0.637195417,0.907,0.887,0.802,0.906,0.887,-1.06,-2.54,-2.89,0.235,0.523
957,VDAC2,P45880,0.429114137,0.163710984,0.767094137,0.226205841,0.273578755,0.913,0.909,0.952,0.861,0.852,0.699,-1.24,0.261,1.08,0.971
958,WARS1,P23381,0.97794199,0.004296392,0.796393308,0.43029111,0.686727889,0.934,0.86,0.953,0.884,0.89,0.0171,1.87,0.159,0.489,-0.249
959,WDR62,O43379,1.29e-05,0.001355578,0.603587866,0.933206524,0.103612025,0.323,0.841,0.947,0.91,0.805,3.09,2.12,0.319,0.0514,1.02
960,WIPI2,Q9Y4P8,0.038841277,0.001443323,0.99597248,0.126425373,0.093941477,0.84,0.842,0.957,0.839,0.8,2.67,4.3,0.00631,1.94,2.14
961,WNK1,Q9H4A3,0.002266621,0.000693974,0.900238461,0.839619277,0.968019152,0.705,0.829,0.955,0.906,0.904,2.18,2.47,0.0836,-0.135,-0.0267
962,XIAP,P98170,0.123444144,0.684532554,0.148523501,0.870658676,0.529035418,0.879,0.927,0.91,0.908,0.88,1.51,0.391,-1.41,-0.156,0.607
963,XRCC5,P13010,0.338574153,0.114583347,0.206381124,0.783046264,0.730445727,0.907,0.905,0.92,0.904,0.893,-1.24,-2.08,-1.65,-0.356,-0.446
964,XRCC6,P12956,0.226991973,0.012815401,0.36540107,0.708208502,0.518383979,0.897,0.876,0.935,0.901,0.879,-1.42,-3.02,-1.06,-0.435,-0.751
965,YBX1,P67809,0.246582631,0.005985601,0.312174153,0.816369733,0.151661835,0.899,0.865,0.931,0.906,0.824,-1.47,-3.65,-1.28,-0.291,-1.83
966,YIF1A,O95070,0.068162663,0.969593137,0.751152717,0.056890739,0.001428778,0.86,0.932,0.952,0.805,0.493,1.08,0.0221,-0.184,1.13,1.99
967,YLPM1,P49750,0.000532544,9.96e-07,0.449247404,0.014002788,0.203184967,0.611,0.654,0.94,0.734,0.838,1.65,2.57,0.331,1.12,-0.562
968,YTHDC2,Q9H6S0,3.55e-06,2.85e-10,0.27002346,0.053159309,0.992416563,0.231,0.28,0.928,0.802,0.905,3.73,5.91,0.758,1.35,-0.00647
969,YTHDF2,Q9Y5A9,6e-08,0.009812764,0.701677374,2.37e-07,0.558554078,0.0543,0.872,0.95,0.0569,0.882,3.86,1.53,-0.217,3.6,0.332
970,YWHAB,P31946,0.106418022,0.012387374,0.186361261,0.994494484,0.265288539,0.874,0.876,0.917,0.912,0.85,-1.5,-2.39,-1.22,0.0063,-1.03
971,YWHAE,P62258,0.228991428,0.033004013,0.080091817,0.832856529,0.412348427,0.897,0.889,0.89,0.906,0.87,-1.31,-2.37,-1.92,0.227,-0.885
972,YWHAG,P61981,0.029691171,0.125153187,0.573527519,0.572510302,0.691902132,0.83,0.906,0.946,0.894,0.891,-1.65,-1.14,-0.412,-0.413,-0.29
973,YWHAQ,P27348,0.289527458,0.968670702,0.473122108,0.432492274,0.645309646,0.903,0.932,0.941,0.884,0.888,-1.09,0.0401,-0.736,0.806,-0.471
974,YWHAZ,P63104,0.022082505,0.004154491,0.056834482,0.840970874,0.682377472,0.818,0.86,0.876,0.907,0.89,-2.59,-3.31,-2.13,-0.218,-0.446
975,ZC3H11A,A0A1B0GTU1,0.981150207,0.000674525,0.71831084,0.305274737,0.264346852,0.934,0.829,0.951,0.872,0.85,-0.0141,2.22,-0.216,-0.618,-0.673
976,ZC3H15,Q8WU90,0.363684932,0.000192098,0.56465967,0.056791348,0.006306988,0.909,0.804,0.945,0.805,0.619,0.514,2.33,-0.325,1.1,1.62
977,ZCCHC2,Q9C0B9,0.000863955,0.544176937,0.644502749,0.551722782,0.621366755,0.644,0.924,0.948,0.892,0.886,1.43,-0.239,0.182,0.235,-0.195
978,ZDBF2,Q9HCK1,0.140856385,0.704638604,0.003773432,0.489248009,3.29e-05,0.883,0.928,0.718,0.888,0.188,-0.827,0.21,-1.7,-0.383,2.62
979,ZKSCAN7,Q9P0L1,0.048403121,0.340836129,0.591531234,0.900236315,0.586373103,0.848,0.918,0.946,0.909,0.884,1.81,0.855,0.479,0.112,-0.486
980,ZMPSTE24,O75844,0.511562938,0.047788587,0.183438992,0.499111826,0.293535561,0.918,0.894,0.917,0.889,0.855,-0.277,-0.857,-0.567,-0.285,0.445
981,ZNF254,O75437,0.91532594,0.048139039,0.441456274,0.922834789,0.370883973,0.932,0.894,0.94,0.91,0.865,-0.068,1.3,0.494,0.0619,0.575
982,ZNF318,Q5VUA4,1.95e-05,4.71e-12,0.013546872,0.989794901,0.751836515,0.354,0.119,0.806,0.912,0.894,2.34,4.87,1.23,-0.0061,0.151
983,ZNF326,Q5BKZ1,0.574404629,0.94312941,0.57148732,0.021438987,0.586471077,0.921,0.932,0.946,0.757,0.884,0.336,0.0426,-0.339,-1.43,0.325
984,ZNF598,Q86UK7,0.012926911,5.32e-06,0.351769902,0.140860248,0.110222939,0.796,0.71,0.934,0.843,0.808,1.53,3.14,0.551,0.879,-0.956
985,ZYX,Q15942,0.000200864,4.26e-09,0.000855441,1.3e-06,0.043886761,0.539,0.413,0.584,0.11,0.756,2.04,3.83,1.8,2.87,1.03
